V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Time,Class,timestamp
4.877367002624947,1.9409040357761649,-1.6907029232286297,1.9407327807316053,-2.2049071700655887,0.618360566259665,0.9945582357416216,7.306729203874032,2.4090691271161213,-1.3321519477768662,-0.9612311739946116,-2.2490861737946863,1.220794609022701,-1.1132948341146311,-0.6741660117245842,0.8507193944606469,0.8918630221607488,0.4448958950098842,0.4014981014403929,6.0387835561168135,-0.6570352370173239,0.5997566581913544,1.031653774575175,2.079264569102129,-2.2337800907287386,-0.7617603706826457,1.455600479257298,-0.1601301395979371,309.5242572003448,24952,1,2025-04-11 09:09:17.363785
11.568526870528505,0.373454268235655,-0.0390046716692272,1.244411980350364,-1.4497209932669384,-0.5982793341978477,-0.0787884000802999,2.34013265891873,1.052070423822604,-4.844937437842581,-4.827785420886045,0.0975364780537773,2.3757175690989207,-0.5330040818263343,0.5798393654460763,-0.9057972133711476,-1.7794389254234309,0.830498133985952,1.2602160809812912,4.584425176067712,-0.766352609265016,9.4924011240737,0.613460165671837,2.799388332619224,0.1637633722207432,-0.6368452142703895,-0.8687675445729097,0.9437155057560443,253.80632150796828,83099,1,2025-04-10 17:00:10.363785
-1.2941546133196682,-1.451386111739262,-0.7882025624333165,3.647406919456417,-0.7297448569748646,0.4592041815995292,0.2736601192125019,-0.9544809920812836,-0.8652063879261189,-2.2124577173743525,0.8995049187885558,2.0628564671435954,-2.286225949808129,1.8486630689665504,-1.9077638726857569,0.3589175837406595,-1.0397932245282346,-1.0783150666292278,1.369310676120926,0.6231374319993801,-1.3076425810934404,2.225676384074834,-0.3103961364755137,-0.85621397808877,1.136364869914665,1.5668547072137862,0.9177681977951372,0.9878615824065092,85.8475627951298,57989,1,2025-04-10 23:58:40.363785
-1.868973832924934,-0.4883237589325422,-2.528266937551297,-3.5095212695676903,0.957283615859812,0.4416625641860606,-0.5436068960930526,-1.3594081047160218,1.954436721816407,5.610159252817221,-0.548395973313947,-2.2236480711717013,-1.6909574299628185,-1.4811457246217157,3.5586715438447114,0.1785291697204778,-1.9645360381029249,-1.4239581121976068,-0.5882605895388116,3.3319456916225807,-0.002368916132808,-5.09166489881026,-0.8374057253154913,-2.378988593809732,-2.746604333772274,1.992036635959309,-1.4337300248102285,-1.3048168904329494,92.86076028776104,58765,1,2025-04-10 23:45:44.363785
0.5898746529948382,-1.2714299305793386,-0.9480205161782496,-0.5925019291058211,1.96569200986662,0.7265116223360603,-0.3395301566659865,-1.6233143036333204,0.8803831594236424,4.111004209271452,-0.2962476581342628,0.3086984836203216,-2.186983482319872,1.0219627766781416,1.303701352105702,-0.2837067283647317,1.1904749851934822,0.6928152103009226,1.2619704273703856,-0.7977725104454129,0.2112093992244567,-0.4699338180373587,1.5844943751570586,1.7453140271671046,1.205852631087089,0.9609321786082614,0.6937061125361853,-1.4972323944841732,557.5568447934893,81827,1,2025-04-10 17:21:22.363785
-3.2756569573866017,-1.354953064461423,0.0353167100130626,4.469811214907066,-0.363689334109547,-0.3314313712815028,0.6264346724539442,-7.46336598533783,0.5558799980921041,10.758541733754454,-1.8867580162435047,-2.294839972851368,0.5633817282896938,0.1072079620401336,3.1125892570144758,-0.9813259365174648,-1.404816943927507,0.5166444459359673,0.5771787525404053,0.9512852772261876,-0.3188463554947312,-2.607956077545696,0.8532015450515544,-3.761480221060435,-0.9251336872769088,-0.0799084526625497,-0.5186667196212101,0.5704211733607956,231.99604599534732,32042,1,2025-04-11 07:11:07.363785
1.462108619712471,0.4855937884352993,0.5486556764310166,-4.373443927742894,-0.616681677446064,-0.591018455733432,-1.3121632011955178,3.099798702333535,-0.8692318419479623,2.2734338777657146,0.6484505717311699,-1.6242797156663626,1.281076181133497,-0.3936115820330099,-1.1458010180949725,-0.7624179506029144,-0.7603636412161305,-0.393382297744657,-2.0757677224025977,-0.7070163690741229,0.3824333156925354,-2.097590087454362,-1.5681443134200506,-0.3933861922109937,-0.0836551025068453,-0.3971153315678528,0.440059929023145,1.455434483915325,240.4160701777838,24898,1,2025-04-11 09:10:11.363785
-1.305353536848774,-1.065202879648428,0.9711103537479584,-1.122150123824055,2.6091105736795885,0.4417606496494793,-0.7982060763581541,-5.281921553650189,-0.148368284636326,-8.78639310053986,1.4017948371077755,3.826191189174257,-3.978079328185388,0.8201435941230599,-3.638861487503634,-1.525662409286842,-0.5969720279011155,1.232328605214664,2.453620993639359,5.926845651660017,-0.467738683858582,6.268678423758895,-0.1519511234719858,-2.7791949802659426,-2.1507022888172926,1.018537427650395,0.1756035498043702,-1.188941118053349,97.23565418399596,27135,1,2025-04-11 08:32:54.363785
-4.449542409467186,-0.3212032678500353,-1.2877095940351384,0.7376322752719053,-1.7139014794297538,-0.4908064664964202,0.405850266692899,-4.770712483555232,-2.1338011875737264,0.621641199201004,1.148091689660409,1.50532160908209,-0.741089670981912,-0.8664477699523984,-1.330666270220451,-1.308684130989139,-0.1535006955697838,-0.8489046563704645,-0.2761883704442869,-2.9975062144239897,0.9067842666754292,-2.9540847515154507,-0.125819351548333,-1.3250612853789292,-0.9071972046820328,-0.069851868183643,-1.1309873884855863,-1.129667459310537,271.29918129056625,72823,1,2025-04-10 19:51:26.363785
-2.74885138185984,-0.2902530649633024,-0.2704217820530397,3.4659764470270336,0.858982801791011,1.3690945827628511,1.6010743061643926,-0.0056896480873773,-3.138457378918956,11.245860488500496,-5.722568190808347,-0.9045052895415896,-1.4605792718681585,1.524517181115903,2.230265924163604,-0.6783346293354934,-0.6141435312471847,1.6666632592275232,4.542608898962325,-1.252101834707621,-0.4449463908952528,-8.396485749450303,0.8264223241917663,1.781809553545091,0.7302734958128674,0.8918405795948128,-0.0987208944556729,-0.3072462256617315,204.89180803291063,21789,1,2025-04-11 10:02:00.363785
